"Order No.","Season","Account No.","Customer Name","Customer Order No.","Style No","Style Name","Color Code","Color Description","Barcode","Size","Qty (CU)","Currency","Wholesale Price","Total WSP Amount","Recommended Retail Price","RRP Currency","Brand","Sub-brand","Category","Sub-category","Type","Bill of material","Net Weight (kg)","Dimensions","Country (COO)","Customs Tariff No","Delivery window","Washing","Additional washing instructions","Cycle","Ironing","Drying","Drycleaning","Bleaching","Hardware care","Gender","Age grade","GOTS","GRS","OEKO-TEX No.","CE marked","CA marked","Package type","Packaging height (cm)","Packaging length (cm)","Packaging width (cm)"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1064","Whale blue mix","5715493419769","31","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.3","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","89.5","217","88.2"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1064","Whale blue mix","5715493419738","28","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.24","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","85","197","82.5"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1064","Whale blue mix","5715493419721","27","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.22","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","83.5","190","80.6"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508289","27","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.172","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","90","190","165"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508296","28","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.184","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","90","200","170"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508302","29","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.196","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","90","205","175"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508319","30","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.212","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","95","210","185"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508326","31","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.23","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","95","225","185"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508333","32","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.238","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","95","230","190"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1064","Whale blue mix","5715493419776","32","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.32","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","91","224","90.1"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1064","Whale blue mix","5715493419783","33","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.34","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","92.5","230","92"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508340","33","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.25","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","95","230","185"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1064","Whale blue mix","5715493419790","34","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.36","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","94","237","93.9"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508357","34","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.258","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","90","235","200"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1064","Whale blue mix","5715493419714","26","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.2","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","82","184","78.7"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19659","Milas Sandals","1431","Pale tuscany mix","5715493508272","26","1","EUR","12","12","30","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SANDALS","Charms: 79% SEBS, 21% PVC; UPPER: 100% EVA; PADDING: 85% Spandex, 15% Polyester; OUTSOLE: 100% EVA","0.166","","China","6402200000","January 2026","","","","","","","","","UNISEX","3y+","","","","No","No","Polybag w/logo","85","185","165"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19704","Lucinda Puzzle Box","1499","All together / Sandy ","5715493437985","ONE SIZE","8","EUR","12.8","102.4","32","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","CREATIVE TOYS","Lid, Puzzles: 60% Recycled Polypropylene, 40% Polypropylene; Bucket: 100% ABS; Handle: 100% Thermoplastic polyuretane (TPU)","0.395","BUCKET W. LID : HEIGHT (CM) 15; WIDTH (CM) 15; LENGTH (CM) 15. MR. BEAR: HEIGHT (CM) 3.5; WIDTH (CM) 4.5; LENGTH (CM) 4. CAT: HEIGHT (CM) 3.5; WIDTH (CM) 4.5; LENGTH (CM) 4. RABBIT: HEIGHT (CM) 3.5; WIDTH (CM) 4; LENGTH (CM) 5. CLOUD: HEIGHT (CM) 3.5","China","9503007000","January 2026","","","","","","","","","UNISEX","12m+","","","","Yes","Yes","Printed box matching product inside w/ matching product drawing (AOP)","150","155","155"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19709","Ghita Outdoor Adventure Kit","2459","Peppermint multi mix","5715493438029","ONE SIZE","4","EUR","12","48","30","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","GARDEN GAME","Net, Strap: 100% Polyester; Magnifier Lens: 100% PMMA; Magnifier lens outer casing and handle: 50% Polypropylene, 50% Recycled Polypropylene; Bugs Grubber's top, Box Lid, Tweezer, Net's handle: 50% ABS, 50% Recycled ABS; Net rod: 100% Stainless Steel","0.268","NET: DIAMETER (CM) 19; LENGTH (CM) 41.5; EXTENDED LENGTH(CM) 83.6; THICKNESS (MM) 15. BUGS CONTAINER: HEIGHT (CM) 10.5; WIDTH (CM) 14.2; DEPTH (CM) 7. MAGNIFIER: HEIGHT (CM) 13; WIDTH (CM) 6.3. BUG CATCHER: HEIGHT (CM) 11.7; WIDTH (CM) 6.5. TWEEZERS:","China","9503007000","January 2026","","","","","","","","","UNISEX","4y+","","","","Yes","Yes","Grey box w/ colored/printed drawing","77","214","197"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19721","Desmond Basketball ","2450","Peppermint multi mix","5715493422325","ONE SIZE","8","EUR","8.8","70.4","22","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","GARDEN GAME","Basketball: Outer: 26% Natural Rubber 20% Calcium Carbonate 9% Other Inner: 21% Natural Rubber 16% Calcium Carbonate 8% Other; Ball Pump Shell : 100% Polypropolene; Ball Pump needle: 100% Stainless Steel; Pump Sealing ring: 100% Silicone","0.484","DIAMETER (CM) 21.8; WEIGHT (G) 500","China","9506620000","January 2026","","","","","","","","","UNISEX","N/A","","","","Yes","Yes","Grey box w/ colored/printed drawing","100","270","100"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509590","22","1","EUR","13.2","13.2","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.23","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","200","420","320"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509606","23","1","EUR","13.2","13.2","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.25","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","60","180","160"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509613","24","1","EUR","13.2","13.2","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.26","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","65","190","170"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509620","25","1","EUR","13.2","13.2","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.27","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","65","200","170"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509637","26","1","EUR","13.2","13.2","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.295","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","70","200","195"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509644","27","1","EUR","13.2","13.2","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.31","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","75","205","195"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509651","28","1","EUR","13.2","13.2","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.316","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","60","205","160"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509668","29","2","EUR","13.2","26.4","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.344","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","50","210","170"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19783","Sanjia Flounce Sea Shoe","2614","Mini Butterfly / Apple blossom","5715493509675","30","2","EUR","13.2","26.4","33","EUR","LIEWOOD","LIEWOOD WEAR","FOOTWEAR","FOOTWEAR","SWIM SHOE","UPPER: 85% Spandex, 15% Polyester; OUTSOLE: 100% TPR","0.36","","China","6404199000","February 2026","","","","","","","","","GIRL","N/A","","","","No","No","Polybag w/logo","70","220","170"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19866","Manilla Baby Swim Pants","1232","Peach / Sea shell","5715493431976","92","2","EUR","12.8","25.6","32","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","SWIMPANTS","LINING: 100% Recycled Polyester; SHELL: 82% Recycled Polyester, 18% Elastane","0.069","","China","6111309000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","18","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19866","Manilla Baby Swim Pants","1232","Peach / Sea shell","5715493431969","86","2","EUR","12.8","25.6","32","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","SWIMPANTS","LINING: 100% Recycled Polyester; SHELL: 82% Recycled Polyester, 18% Elastane","0.065","","China","6111309000","January 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","18","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19891","Quinn Wireless Headphones","1232","Peach / Sea shell","5715493451622","ONE SIZE","4","EUR","20","80","50","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","MUSIC INSTRUMENT","Outer Casing headband: 100% ABS; LINING: 100% Polyurethane","0.175","HEIGHT (CM) 7; WIDTH (CM) 17; LENGTH (CM) 19. FOLDED: HEIGHT (CM)  7. FOLDED: WIDTH (CM)  17. FOLDED: LENGTH (CM)  12. W/O PACKAGING: WEIGHT (G) 175","China","8518.30.00.00","December 2025","","","","","","","","","UNISEX","N/A","","","","Yes","Yes","Multi coloured box with colored printed drawing","195","175","70"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19891","Quinn Wireless Headphones","2449","Peppermint mix","5715493438913","ONE SIZE","4","EUR","20","80","50","EUR","LIEWOOD","LIEWOOD LIVING","PLAY TIME","PLAY TIME","MUSIC INSTRUMENT","Outer Casing headband: 100% ABS; LINING: 100% Polyurethane","0.175","HEIGHT (CM) 7; WIDTH (CM) 17; LENGTH (CM) 19. FOLDED: HEIGHT (CM)  7. FOLDED: WIDTH (CM)  17. FOLDED: LENGTH (CM)  12. W/O PACKAGING: WEIGHT (G) 175","China","8518.30.00.00","December 2025","","","","","","","","","UNISEX","N/A","","","","Yes","Yes","Multi coloured box with colored printed drawing","195","175","70"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19979","Tenley Printed Swim Tee","1232","Peach / Sea shell","5715493446277","98","1","EUR","16","16","40","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","SWIM TEE","82% Recycled Polyester, 18% Elastane","0.086","","China","6112411000","January 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","20","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19979","Tenley Printed Swim Tee","1232","Peach / Sea shell","5715493446284","104","1","EUR","16","16","40","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","SWIM TEE","82% Recycled Polyester, 18% Elastane","0.092","","China","6112411000","January 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","20","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19979","Tenley Printed Swim Tee","1232","Peach / Sea shell","5715493446291","110","1","EUR","16","16","40","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","SWIM TEE","82% Recycled Polyester, 18% Elastane","0.098","","China","6112411000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","20","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19979","Tenley Printed Swim Tee","1232","Peach / Sea shell","5715493446307","116","1","EUR","16","16","40","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","SWIM TEE","82% Recycled Polyester, 18% Elastane","0.104","","China","6112411000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","20","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW19979","Tenley Printed Swim Tee","1232","Peach / Sea shell","5715493446314","122","1","EUR","16","16","40","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","SWIM TEE","82% Recycled Polyester, 18% Elastane","0.11","","China","6112411000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","GIRL","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","20","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20068","Duke Printed Board Shorts","2632","Peppermint multi mix","5715493516284","110","2","EUR","14","28","35","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","BOARD SHORTS","SHELL: 100% GRS Recycled Post Consumer Polyester; LINING: 100% Recycled Polyester","0.074","","China","6112319000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","BOY","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","30","210","190"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20068","Duke Printed Board Shorts","2632","Peppermint multi mix","5715493516291","116","2","EUR","14","28","35","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","BOARD SHORTS","SHELL: 100% GRS Recycled Post Consumer Polyester; LINING: 100% Recycled Polyester","0.076","","China","6112319000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","BOY","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","20","210","180"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20068","Duke Printed Board Shorts","2632","Peppermint multi mix","5715493516307","122","2","EUR","14","28","35","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","BOARD SHORTS","SHELL: 100% GRS Recycled Post Consumer Polyester; LINING: 100% Recycled Polyester","0.08","","China","6112319000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","BOY","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","30","210","175"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20068","Duke Printed Board Shorts","2632","Peppermint multi mix","5715493516314","128","2","EUR","14","28","35","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","BOARD SHORTS","SHELL: 100% GRS Recycled Post Consumer Polyester; LINING: 100% Recycled Polyester","0.084","","China","6112319000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","BOY","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","30","210","190"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20068","Duke Printed Board Shorts","2632","Peppermint multi mix","5715493516321","134","2","EUR","14","28","35","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","BOARD SHORTS","SHELL: 100% GRS Recycled Post Consumer Polyester; LINING: 100% Recycled Polyester","0.086","","China","6112319000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","BOY","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","20","205","175"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20068","Duke Printed Board Shorts","2632","Peppermint multi mix","5715493516338","140","2","EUR","14","28","35","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","BOARD SHORTS","SHELL: 100% GRS Recycled Post Consumer Polyester; LINING: 100% Recycled Polyester","0.092","","China","6112319000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","BOY","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","30","200","180"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20068","Duke Printed Board Shorts","2632","Peppermint multi mix","5715493516277","104","2","EUR","14","28","35","EUR","LIEWOOD","LIEWOOD WEAR","SWIMWEAR","SWIMWEAR","BOARD SHORTS","SHELL: 100% GRS Recycled Post Consumer Polyester; LINING: 100% Recycled Polyester","0.065","","China","6112319000","February 2026","Machine wash temperature 30°C","Wash with similar colours;Turn inside out for washing;Do not use fabric softener;Swimwear should be rinsed after use, do not twist;","","Do not iron ","Do not tumble dry ","Do not dry clean","Do Not Bleach","","BOY","N/A","","CU1155405GRS","","Yes","Yes","Small hang tag","25","185","225"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20084","Darla Mr Bear Sunglasses 4-10 Y","2452","Rose transparent","5715493453961","ONE SIZE","4","EUR","12.4","49.6","31","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","EYEWEAR","MAIN: 100% Recycled Polycarbonate; Hinge: 100% Stainless Steel; Packing: Case: 100% GRS Recycled Polypropylene","0.07","WIDTH (CM) 13; LENGTH (CM) 14","China","9004109900","December 2025","","","","","","","","","UNISEX","4y+","","CU1155405GRS","","Yes","Yes","Sleeve","40","130","55"
"SO440600","01 2026","D01736","LPB sp. z o.o. / La Petite Bloom","","LW20084","Darla Mr Bear Sunglasses 4-10 Y","2691","Peppermint transparent","5715493516352","ONE SIZE","4","EUR","12.4","49.6","31","EUR","LIEWOOD","LIEWOOD WEAR","ACCESSORIES","ACCESSORIES","EYEWEAR","MAIN: 100% Recycled Polycarbonate; Hinge: 100% Stainless Steel; Packing: Case: 100% GRS Recycled Polypropylene","0.02","WIDTH (CM) 13; LENGTH (CM) 14","China","9004109900","December 2025","","","","","","","","","UNISEX","4y+","","CU1155405GRS","","Yes","Yes","Sleeve","25","125","45"
